Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
71000,2.1464727,31.3,2.4640844,-3.392799472808838,-3.392799472808838,1.0
72000,2.1493037,28.454545454545453,2.0002356,-4.037183687967413,-4.037183687967413,1.0
73000,2.140031,27.606060606060606,1.9180682,-3.8562830914469326,-3.8562830914469326,1.0
74000,2.1412194,29.060606060606062,1.7288702,-3.583434148268266,-3.583434148268266,1.0
75000,2.1355326,30.228571428571428,2.1052735,-3.5500616851974938,-3.5500616851974938,1.0
76000,2.1372364,31.25,2.1341975,-3.9220592081546783,-3.9220592081546783,1.0
77000,2.138378,28.441176470588236,2.290134,-3.4200351448620068,-3.4200351448620068,1.0
78000,2.1358466,31.96969696969697,2.0224886,-3.9040803692557593,-3.9040803692557593,1.0
79000,2.142483,33.42307692307692,2.1855597,-3.6357331452546298,-3.6357331452546298,1.0
80000,2.1398945,30.875,2.1845565,-3.6311787405321674,-3.6311787405321674,1.0
81000,2.1380079,31.545454545454547,1.8055134,-3.9121368726094565,-3.9121368726094565,1.0
82000,2.1419249,30.620689655172413,2.164839,-4.007535606622696,-4.007535606622696,1.0
83000,2.1213198,35.86666666666667,2.0607502,-4.077917865638075,-4.077917865638075,1.0
84000,2.1189723,28.606060606060606,1.8030686,-3.661242456997142,-3.661242456997142,1.0
85000,2.1188562,28.08823529411765,1.7462628,-3.748423884896671,-3.748423884896671,1.0
86000,2.1202776,29.82857142857143,1.7991029,-3.635884750634432,-3.635884750634432,1.0
87000,2.1188402,30.93103448275862,1.5993052,-3.8667909428477287,-3.8667909428477287,1.0
88000,2.117692,32.53333333333333,1.6528476,-3.5828190525372823,-3.5828190525372823,1.0
89000,2.1206892,33.13793103448276,1.9856904,-3.38255369252172,-3.38255369252172,1.0
90000,2.118473,33.13793103448276,1.8023844,-3.404370324365024,-3.404370324365024,1.0
91000,2.1193733,32.16129032258065,1.9875689,-3.2569699456294376,-3.2569699456294376,1.0
92000,2.1217065,26.91176470588235,1.5573738,-4.3032255288627415,-4.3032255288627415,1.0
93000,2.1195583,29.53125,1.6042963,-3.5655196085572243,-3.5655196085572243,1.0
94000,2.1111336,28.18918918918919,1.37724,-3.7224324882030486,-3.7224324882030486,1.0
95000,2.1121833,28.35483870967742,1.4154413,-4.0181845715551665,-4.0181845715551665,1.0
96000,2.1168768,30.125,1.5330259,-3.729694213718176,-3.729694213718176,1.0
97000,2.1089535,31.90625,1.502445,-3.931987250223756,-3.931987250223756,1.0
98000,2.10746,31.413793103448278,1.6758577,-3.1597059636280456,-3.1597059636280456,1.0
99000,2.1130407,31.8,1.703558,-3.7943516194820406,-3.7943516194820406,1.0
100000,2.1138551,34.62068965517241,1.6070025,-4.025734316025462,-4.025734316025462,1.0
101000,2.1140466,32.0,1.4997468,-3.892103717724482,-3.892103717724482,1.0
102000,2.1125789,33.0625,1.4975421,-3.4878865964710712,-3.4878865964710712,1.0
103000,2.1116939,25.37142857142857,1.1964855,-3.8642580577305385,-3.8642580577305385,1.0
104000,2.1086116,30.470588235294116,1.2756314,-3.7350473298746,-3.7350473298746,1.0
105000,2.1042657,32.57142857142857,1.481578,-3.7696861072822854,-3.7696861072822854,1.0
106000,2.1066284,33.516129032258064,1.3135637,-3.7540953755378723,-3.7540953755378723,1.0
107000,2.10544,26.147058823529413,1.178704,-3.4842974017648136,-3.4842974017648136,1.0
108000,2.1103585,29.37142857142857,0.98698246,-3.3456801874297004,-3.3456801874297004,1.0
109000,2.1035094,31.93548387096774,1.298229,-3.1917069792747497,-3.1917069792747497,1.0
110000,2.102055,29.3125,1.3344042,-3.390343124216253,-3.390343124216253,1.0
111000,2.103718,40.375,1.5418342,-3.2237478544314704,-3.2237478544314704,1.0
112000,2.1069973,30.28125,1.2447296,-3.6678754948079586,-3.6678754948079586,1.0
113000,2.10476,27.272727272727273,1.0696856,-3.6814455370749197,-3.6814455370749197,1.0
114000,2.1115174,30.0,0.944932,-3.090749157799615,-3.090749157799615,1.0
115000,2.110306,28.928571428571427,0.9855901,-4.142818549583698,-4.142818549583698,1.0
116000,2.112837,29.074074074074073,1.1658906,-3.676884185384821,-3.676884185384821,1.0
117000,2.1076806,24.24137931034483,1.0636749,-3.7526838342348734,-3.7526838342348734,1.0
118000,2.1081219,29.64,1.4809043,-3.838880901535352,-3.838880901535352,1.0
119000,2.1113677,62.515151515151516,1.2372923,-1.195566801354289,-1.195566801354289,1.0
120000,2.1146715,32.44827586206897,0.94900596,-3.3592665503101964,-3.3592665503101964,1.0
121000,2.1174834,30.533333333333335,1.0329516,-3.83143412244731,-3.83143412244731,1.0
122000,2.1127372,31.0,0.8214881,-3.4737006425857544,-3.4737006425857544,1.0
123000,2.1117737,25.216216216216218,0.8713165,-3.825372722744942,-3.825372722744942,1.0
124000,2.1200087,29.96969696969697,0.9421889,-3.388558686710894,-3.388558686710894,1.0
125000,2.121669,36.03703703703704,1.0951662,-3.5536794905309326,-3.5536794905309326,1.0
126000,2.12539,33.22222222222222,0.7860401,-3.8857394324408636,-3.8857394324408636,1.0
127000,2.1252577,32.03125,0.638539,-3.6062197890132666,-3.6062197890132666,1.0
128000,2.1209695,32.12903225806452,0.79723215,-3.4497885742495136,-3.4497885742495136,1.0
129000,2.122964,26.333333333333332,0.45650554,-3.5238947561808995,-3.5238947561808995,1.0
130000,2.1239183,27.514285714285716,0.63926667,-3.8033045397864447,-3.8033045397864447,1.0
131000,2.1247287,27.314285714285713,0.56655157,-3.6589363643101285,-3.6589363643101285,1.0
132000,2.1245968,32.56666666666667,0.6920495,-3.804143770535787,-3.804143770535787,1.0
133000,2.1229355,29.696969696969695,0.5000464,-3.767055518699415,-3.767055518699415,1.0
134000,2.1168845,27.485714285714284,0.31023553,-3.754990213257926,-3.754990213257926,1.0
135000,2.1079915,30.125,0.4077729,-3.174375109374523,-3.174375109374523,1.0
136000,2.11665,31.3125,0.44216576,-3.556926567708292,-3.556926567708292,1.0
137000,2.1164012,30.774193548387096,0.43690237,-3.831021555008427,-3.831021555008427,1.0
138000,2.1135952,31.466666666666665,0.35420117,-3.878129563023967,-3.878129563023967,1.0
139000,2.1095617,31.483870967741936,0.39741355,-3.693274273026374,-3.693274273026374,1.0
140000,2.1140654,24.526315789473685,0.08125429,-3.8479271087891016,-3.8479271087891016,1.0
141000,2.111648,28.25,0.39801356,-3.601166619974024,-3.601166619974024,1.0
142000,2.1165788,30.517241379310345,0.2840103,-4.027115083509876,-4.027115083509876,1.0
143000,2.1141372,31.09090909090909,0.44881126,-3.931746644899249,-3.931746644899249,1.0
144000,2.1154537,33.13793103448276,0.40961078,-3.4324579608851464,-3.4324579608851464,1.0
145000,2.1095922,29.424242424242426,0.17330462,-3.5151260323596722,-3.5151260323596722,1.0
146000,2.1040094,33.51724137931034,0.45113647,-3.6291219571541093,-3.6291219571541093,1.0
147000,2.1089003,27.52777777777778,0.09691247,-3.764402431746324,-3.764402431746324,1.0
148000,2.1120458,30.258064516129032,0.09028186,-3.7373823581203336,-3.7373823581203336,1.0
149000,2.1099682,33.142857142857146,0.32020444,-3.530412882566452,-3.530412882566452,1.0
150000,2.1085548,30.205882352941178,0.036271065,-3.987731388386558,-3.987731388386558,1.0
151000,2.109595,30.1,0.15249953,-3.9319101783537094,-3.9319101783537094,1.0
152000,2.1113443,30.470588235294116,0.18411891,-3.7707090702923862,-3.7707090702923862,1.0
153000,2.1165235,30.59375,-0.05727983,-4.181080602109432,-4.181080602109432,1.0
154000,2.1032724,35.4375,0.4243321,-4.288053199648857,-4.288053199648857,1.0
155000,2.114505,27.93103448275862,-0.21045588,-3.9114470427686516,-3.9114470427686516,1.0
156000,2.1104662,33.392857142857146,-0.077815436,-4.13684857743127,-4.13684857743127,1.0
157000,2.108112,33.096774193548384,-0.009125747,-3.6216015100479124,-3.6216015100479124,1.0
158000,2.1114438,29.677419354838708,-0.31806964,-4.134123958647251,-4.134123958647251,1.0
159000,2.1093822,36.75,0.07549126,-3.5030987596511842,-3.5030987596511842,1.0
160000,2.1161582,33.61538461538461,0.017487712,-3.7592662263375063,-3.7592662263375063,1.0
161000,2.092197,32.972972972972975,-0.014978909,-3.5033278950623106,-3.5033278950623106,1.0
162000,2.1129785,27.516129032258064,-0.053443566,-3.7336662225425243,-3.7336662225425243,1.0
163000,2.1145928,31.90909090909091,-0.12483008,-3.4245723336935043,-3.4245723336935043,1.0
164000,2.10661,30.70967741935484,0.038790215,-3.296197211369872,-3.296197211369872,1.0
165000,2.1022077,29.59375,-0.21587192,-3.7664184663444757,-3.7664184663444757,1.0
166000,2.0961277,26.486486486486488,-0.4274775,-3.2965619467400216,-3.2965619467400216,1.0
167000,2.1125321,30.133333333333333,-0.46237245,-4.006098572413126,-4.006098572413126,1.0
168000,2.0993915,32.96774193548387,-0.2275382,-3.8625429445697415,-3.8625429445697415,1.0
169000,2.098932,32.43333333333333,-0.22335643,-4.074820011854172,-4.074820011854172,1.0
170000,2.0973742,28.53125,-0.2325374,-3.7666258215904236,-3.7666258215904236,1.0
171000,2.1030037,32.44,-0.18821017,-3.965217168514545,-3.965217168514545,1.0
172000,2.0966039,26.285714285714285,-0.23257354,-4.341223045631692,-4.341223045631692,1.0
173000,2.097862,29.448275862068964,-0.14503656,-3.7249171857176155,-3.7249171857176155,1.0
174000,2.087283,25.733333333333334,-0.40292332,-3.582008449236552,-3.582008449236552,1.0
175000,2.091896,35.25,0.0648537,-3.124317760268847,-3.124317760268847,1.0
176000,2.0878367,48.973684210526315,-0.55749935,-0.9826762237046894,-0.9826762237046894,1.0
177000,2.1015098,27.323529411764707,-0.75774175,-3.7066766374251423,-3.7066766374251423,1.0
178000,2.0893276,27.916666666666668,-0.5046773,-3.7090011686086655,-3.7090011686086655,1.0
179000,2.1039119,29.029411764705884,-0.60768545,-3.783377614888278,-3.783377614888278,1.0
180000,2.0979583,29.181818181818183,-0.3970559,-3.4424537525457493,-3.4424537525457493,1.0
181000,2.0984793,33.92857142857143,-0.5713624,-3.711632192134857,-3.711632192134857,1.0
182000,2.088996,25.83783783783784,-0.63407624,-3.88251212198992,-3.88251212198992,1.0
183000,2.0981321,30.153846153846153,-0.3790268,-3.7053431822703433,-3.7053431822703433,1.0
184000,2.1041253,34.64705882352941,-0.5033323,-3.257850278826321,-3.257850278826321,1.0
185000,2.1025844,27.114285714285714,-0.7375337,-3.280919323648725,-3.280919323648725,1.0
186000,2.1061342,32.36666666666667,-0.724065,-3.724511334300041,-3.724511334300041,1.0
187000,2.1084757,27.41176470588235,-0.7621509,-3.6772881201335363,-3.6772881201335363,1.0
188000,2.1088526,28.914285714285715,-0.91035074,-4.366579832452716,-4.366579832452716,1.0
189000,2.1040123,32.758620689655174,-0.8240178,-4.260221815109253,-4.260221815109253,1.0
190000,2.1095953,27.135135135135137,-0.86014557,-3.5446114242076874,-3.5446114242076874,1.0
191000,2.1144679,30.612903225806452,-0.83296543,-3.9365833941847086,-3.9365833941847086,1.0
192000,2.1060736,26.08108108108108,-0.8952417,-3.826499707169003,-3.826499707169003,1.0
193000,2.0979097,26.967741935483872,-0.46402127,-3.365238839580167,-3.365238839580167,1.0
194000,2.1050403,37.75,-0.5697108,-2.573333450158437,-2.573333450158437,1.0
195000,2.105712,32.74193548387097,-0.7666828,-3.71110550959905,-3.71110550959905,1.0
196000,2.100543,26.27777777777778,-1.1685222,-3.9986025682753987,-3.9986025682753987,1.0
197000,2.1051524,29.419354838709676,-1.1192746,-3.952278732292114,-3.952278732292114,1.0
198000,2.101676,32.6875,-1.0265741,-3.504569325596094,-3.504569325596094,1.0
199000,2.092897,29.515151515151516,-1.0154476,-3.7608179287476973,-3.7608179287476973,1.0
200000,2.1004615,28.29032258064516,-0.84429336,-3.1040610959753394,-3.1040610959753394,1.0
201000,2.105237,27.736842105263158,-1.1487576,-4.1783746778965,-4.1783746778965,1.0
202000,2.1069038,38.76,-0.57263654,-3.266701865196228,-3.266701865196228,1.0
203000,2.1020615,32.096774193548384,-1.0197425,-3.732313608750701,-3.732313608750701,1.0
204000,2.0992193,28.96875,-1.123322,-4.1219489416107535,-4.1219489416107535,1.0
205000,2.102582,27.783783783783782,-1.1628972,-3.895826789311,-3.895826789311,1.0
206000,2.0967383,28.3125,-1.1418078,-3.5514431876294754,-3.5514431876294754,1.0
207000,2.1003866,31.483870967741936,-1.1930323,-4.142693321551046,-4.142693321551046,1.0
208000,2.104244,26.22222222222222,-1.2855836,-3.6075159112612405,-3.6075159112612405,1.0
209000,2.0985584,27.029411764705884,-1.2929741,-3.607046318404815,-3.607046318404815,1.0
210000,2.1001341,29.794117647058822,-1.3425773,-3.6830333576482883,-3.6830333576482883,1.0
211000,2.109492,31.2,-1.1815768,-3.6499900952462228,-3.6499900952462228,1.0
212000,2.1031997,28.060606060606062,-1.2483194,-3.7665556994351475,-3.7665556994351475,1.0
213000,2.102184,30.77777777777778,-1.2861319,-3.5365787744522095,-3.5365787744522095,1.0
214000,2.0977278,27.90909090909091,-1.3276709,-3.886230482373919,-3.886230482373919,1.0
215000,2.1004431,27.057142857142857,-1.2203711,-3.394871197428022,-3.394871197428022,1.0
216000,2.1113353,26.666666666666668,-1.4407961,-3.911769211292267,-3.911769211292267,1.0
217000,2.109249,28.1875,-1.4993948,-3.9921563159335745,-3.9921563159335745,1.0
218000,2.107973,35.12903225806452,-1.2104632,-3.456790488341759,-3.456790488341759,1.0
219000,2.11253,27.848484848484848,-1.5042697,-3.995621614596423,-3.995621614596423,1.0
220000,2.106974,34.535714285714285,-1.2176259,-4.016173609665462,-4.016173609665462,1.0
221000,2.110258,30.40625,-1.4482151,-3.5381505507975817,-3.5381505507975817,1.0
222000,2.1086113,28.323529411764707,-1.5168667,-4.080478422782001,-4.080478422782001,1.0
223000,2.1094854,27.083333333333332,-1.4597796,-3.8846429453955755,-3.8846429453955755,1.0
224000,2.1110022,29.9,-1.4794079,-3.743904622395833,-3.743904622395833,1.0
225000,2.1101146,30.735294117647058,-1.3858541,-3.832847468993243,-3.832847468993243,1.0
226000,2.1059628,27.058823529411764,-1.6086761,-3.538195326047785,-3.538195326047785,1.0
227000,2.1044426,27.82758620689655,-1.5650208,-3.7777370337782235,-3.7777370337782235,1.0
228000,2.1020236,27.84375,-1.6319895,-3.7583071570242605,-3.7583071570242605,1.0
229000,2.1051142,22.875,-1.651643,-3.9438510302341347,-3.9438510302341347,1.0
230000,2.100671,26.53125,-1.7281061,-4.029766984283924,-4.029766984283924,1.0
231000,2.1043715,30.115384615384617,-1.4884502,-3.8307607013445635,-3.8307607013445635,1.0
232000,2.105558,60.233333333333334,-1.5396568,-0.9847723862220501,-0.9847723862220501,1.0
233000,2.1096964,25.91176470588235,-1.596088,-3.4299906856483884,-3.4299906856483884,1.0
234000,2.122535,29.176470588235293,-1.5613321,-3.6732596773654222,-3.6732596773654222,1.0
235000,2.1162071,28.571428571428573,-1.6111887,-3.5396374497148724,-3.5396374497148724,1.0
236000,2.1208777,32.3,-1.4210215,-3.549188365538915,-3.549188365538915,1.0
237000,2.1153424,29.34375,-1.6083342,-3.634538955760725,-3.634538955760725,1.0
238000,2.1127834,31.103448275862068,-1.6846513,-3.9006959486890724,-3.9006959486890724,1.0
239000,2.1177988,29.814814814814813,-1.7349133,-3.7890399571122795,-3.7890399571122795,1.0
240000,2.1204503,29.0,-1.7612693,-4.249555340519658,-4.249555340519658,1.0
241000,2.1220365,32.2,-1.4984885,-3.471581312517325,-3.471581312517325,1.0
242000,2.117133,27.413793103448278,-1.6525614,-3.9521079222361246,-3.9521079222361246,1.0
243000,2.1186645,54.68571428571428,-1.5657583,-3.656034541130066,-3.656034541130066,1.0
244000,2.1094408,32.5,-1.4704952,-5.226351217428843,-5.226351217428843,1.0
245000,2.1195025,27.08823529411765,-1.5386219,-3.057686325381784,-3.057686325381784,1.0
246000,2.1204011,28.941176470588236,-1.775552,-4.076368652071271,-4.076368652071271,1.0
247000,2.1095517,31.233333333333334,-1.5819639,-3.537169368102633,-3.537169368102633,1.0
248000,2.102622,35.642857142857146,-1.7470227,-3.7557640866986635,-3.7557640866986635,1.0
249000,2.106748,33.266666666666666,-1.6267533,-3.716628359309558,-3.716628359309558,1.0
250000,2.1039445,27.228571428571428,-1.8350396,-3.463360687664577,-3.463360687664577,1.0
251000,2.0976002,26.486486486486488,-1.8450936,-3.942641177692929,-3.942641177692929,1.0
252000,2.1029692,33.074074074074076,-1.8296945,-4.307051852897361,-4.307051852897361,1.0
253000,2.1027584,31.424242424242426,-1.5660464,-3.340648515657945,-3.340648515657945,1.0
254000,2.1046636,31.71875,-1.8650686,-4.007187943905592,-4.007187943905592,1.0
255000,2.098735,31.75862068965517,-1.8372002,-4.342371278795703,-4.342371278795703,1.0
256000,2.1142051,29.545454545454547,-1.6054424,-3.460563013047883,-3.460563013047883,1.0
257000,2.0926154,33.07692307692308,-1.6914198,-3.5635738579126506,-3.5635738579126506,1.0
258000,2.1033952,36.2,-1.600632,-3.686018661657969,-3.686018661657969,1.0
259000,2.0955193,30.21212121212121,-1.7706321,-3.6414000429213047,-3.6414000429213047,1.0
260000,2.0961044,31.233333333333334,-1.9528316,-4.48620859653719,-4.48620859653719,1.0
261000,2.1070333,29.515151515151516,-1.9281235,-4.261518109928478,-4.261518109928478,1.0
262000,2.0993733,30.65625,-1.7672145,-3.6957083381712437,-3.6957083381712437,1.0
263000,2.1000688,31.866666666666667,-1.7581935,-3.847506074110667,-3.847506074110667,1.0
264000,2.0934703,27.75,-1.7661107,-3.6360131464898586,-3.6360131464898586,1.0
265000,2.102989,43.32142857142857,-1.4691085,-3.1186524534225466,-3.1186524534225466,1.0
266000,2.0870268,30.96153846153846,-1.7202398,-3.7464947536073883,-3.7464947536073883,1.0
267000,2.093986,26.5,-2.0659552,-4.018946388789586,-4.018946388789586,1.0
268000,2.0877597,30.764705882352942,-1.9138628,-3.7100599906407297,-3.7100599906407297,1.0
269000,2.0866137,31.566666666666666,-1.9930494,-3.646547479014243,-3.646547479014243,1.0
270000,2.0620184,28.057142857142857,-1.8314406,-3.4005122606243408,-3.4005122606243408,1.0
271000,2.0730512,28.0,-1.7402472,-3.697753716260195,-3.697753716260195,1.0
272000,2.070141,30.470588235294116,-1.8849865,-3.4669611331294563,-3.4669611331294563,1.0
273000,2.0673077,33.5,-1.7669861,-3.4053638063628098,-3.4053638063628098,1.0
274000,2.089525,26.47222222222222,-1.9314196,-3.4883777697881064,-3.4883777697881064,1.0
275000,2.0876005,29.303030303030305,-1.9484624,-3.6500688141042534,-3.6500688141042534,1.0
276000,2.0636294,33.75,-1.6491072,-3.4040386512361724,-3.4040386512361724,1.0
277000,2.081501,32.44827586206897,-1.9448869,-3.801389081137521,-3.801389081137521,1.0
278000,2.0626655,29.56756756756757,-2.0046318,-4.008629891607496,-4.008629891607496,1.0
279000,2.046591,37.73913043478261,-1.7351362,-3.6175835156440734,-3.6175835156440734,1.0
280000,2.0588868,38.48,-1.8337893,-3.3222808043162027,-3.3222808043162027,1.0
281000,2.0659478,28.5625,-2.0591893,-3.8823966627771203,-3.8823966627771203,1.0
282000,2.0473468,33.28,-1.8615249,-3.7696404361724856,-3.7696404361724856,1.0
283000,2.0236473,28.666666666666668,-1.6547998,-2.932629649128233,-2.932629649128233,1.0
284000,2.0426257,28.620689655172413,-1.9466743,-3.2631644586722057,-3.2631644586722057,1.0
285000,2.0313375,27.384615384615383,-2.0509665,-3.8236378018672648,-3.8236378018672648,1.0
286000,2.0174043,33.074074074074076,-1.9221632,-2.830870110255021,-2.830870110255021,1.0
287000,2.0497143,63.0,-1.7856061,-5.03532292743524,-5.03532292743524,1.0
288000,2.0581512,30.15625,-1.9089521,-3.3171595219642884,-3.3171595219642884,1.0
289000,2.032482,28.34285714285714,-2.0063891,-4.01876848084586,-4.01876848084586,1.0
290000,2.05339,31.733333333333334,-1.8534135,-3.908401391198558,-3.908401391198558,1.0
291000,2.060164,26.818181818181817,-1.9664459,-3.252983757943818,-3.252983757943818,1.0
292000,2.0525591,36.41379310344828,-1.5940502,-3.5165318825415204,-3.5165318825415204,1.0
293000,2.0470436,24.94736842105263,-2.0782561,-3.4237515467863817,-3.4237515467863817,1.0
294000,2.0656621,28.17142857142857,-1.9683007,-3.61009321493261,-3.61009321493261,1.0
295000,2.0391095,26.514285714285716,-2.0670724,-3.8998480326420553,-3.8998480326420553,1.0
296000,2.069666,36.241379310344826,-1.7866881,-3.9897810896789587,-3.9897810896789587,1.0
297000,2.0758069,31.28125,-2.030684,-3.94043577871015,-3.94043577871015,1.0
298000,2.055615,32.24,-1.7748039,-3.54456678143254,-3.54456678143254,1.0
299000,2.0597236,27.157894736842106,-2.0116432,-3.9195236814649483,-3.9195236814649483,1.0
300000,2.0403442,28.705882352941178,-2.047215,-3.874838529264226,-3.874838529264226,1.0
301000,2.0744684,25.542857142857144,-1.8686379,-3.6350846035139903,-3.6350846035139903,1.0
302000,2.059048,35.793103448275865,-1.6947594,-3.617146689316322,-3.617146689316322,1.0
303000,2.0707233,34.285714285714285,-1.6458766,-3.631715898002897,-3.631715898002897,1.0
304000,2.0835857,28.666666666666668,-1.9132432,-3.7189386592191807,-3.7189386592191807,1.0
305000,2.0670528,29.558823529411764,-1.927801,-3.577483357861638,-3.577483357861638,1.0
306000,2.0673435,32.166666666666664,-1.7393589,-3.4968293270757123,-3.4968293270757123,1.0
