Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
94000,2.1511023,14.931034482758621,-1.976566,-4.303361535072327,-4.303361535072327,1.0
95000,2.1509655,18.666666666666668,-1.8317916,-3.47203241109848,-3.47203241109848,1.0
96000,2.1499016,17.65573770491803,-2.0412574,-4.252719971000171,-4.252719971000171,1.0
97000,2.1502547,15.0,-1.9889115,-4.0247692493292,-4.0247692493292,1.0
98000,2.1497686,16.254545454545454,-1.8484709,-3.94573125988245,-3.94573125988245,1.0
99000,2.1490092,16.314814814814813,-1.9095443,-4.026557048161824,-4.026557048161824,1.0
100000,2.1463358,15.88135593220339,-1.9633305,-4.185801518165459,-4.185801518165459,1.0
101000,2.1488876,16.842105263157894,-1.8781954,-4.002695833814555,-4.002695833814555,1.0
102000,2.1495113,16.854545454545455,-1.8710113,-3.8795184232971884,-3.8795184232971884,1.0
103000,2.147894,16.683333333333334,-1.8815355,-3.8678769580388472,-3.8678769580388472,1.0
104000,2.1463206,14.5,-2.2785716,-4.256434595678002,-4.256434595678002,1.0
105000,2.149041,16.425925925925927,-2.2356164,-4.712597405468976,-4.712597405468976,1.0
106000,2.14974,16.75409836065574,-1.9207668,-3.5332778970400494,-3.5332778970400494,1.0
107000,2.1455274,14.571428571428571,-2.2268822,-3.8927921317517757,-3.8927921317517757,1.0
108000,2.1495059,16.37704918032787,-2.1211228,-4.042234269239135,-4.042234269239135,1.0
109000,2.1438887,16.641509433962263,-2.0999622,-4.033075675097379,-4.033075675097379,1.0
110000,2.1482687,14.359375,-2.2392876,-3.9940625795951257,-3.9940625795951257,1.0
111000,2.1471891,18.363636363636363,-2.0593286,-4.298265371057722,-4.298265371057722,1.0
112000,2.148804,14.090909090909092,-1.8962121,-3.8534141194145635,-3.8534141194145635,1.0
113000,2.148169,19.017241379310345,-1.9361026,-3.3149309076111892,-3.3149309076111892,1.0
114000,2.1402981,14.682539682539682,-2.2392628,-3.9832338578999043,-3.9832338578999043,1.0
115000,2.140273,17.358490566037737,-2.1299026,-3.7851949047159263,-3.7851949047159263,1.0
116000,2.13964,15.68421052631579,-2.3355932,-4.035027798853423,-4.035027798853423,1.0
117000,2.1412845,16.951612903225808,-2.3175018,-3.9087549274166427,-3.9087549274166427,1.0
118000,2.1379352,14.88135593220339,-2.0153189,-3.6604596395961573,-3.6604596395961573,1.0
119000,2.1432822,16.789473684210527,-2.3213725,-4.387630540027953,-4.387630540027953,1.0
120000,2.1372213,16.271186440677965,-2.1233826,-3.752147127842081,-3.752147127842081,1.0
121000,2.1378336,15.070175438596491,-2.3341703,-4.061426734520217,-4.061426734520217,1.0
122000,2.1423965,14.865671641791044,-2.3369198,-3.9962904236533423,-3.9962904236533423,1.0
123000,2.139555,13.779411764705882,-2.3697739,-4.231272381894729,-4.231272381894729,1.0
124000,2.1306353,15.616666666666667,-2.4188116,-4.061808713277181,-4.061808713277181,1.0
125000,2.1191702,15.278688524590164,-2.4421403,-3.8887021189830344,-3.8887021189830344,1.0
126000,2.1196725,15.387096774193548,-2.4478564,-3.725031703710556,-3.725031703710556,1.0
127000,2.1245077,15.827586206896552,-2.498969,-4.09295516384059,-4.09295516384059,1.0
128000,2.1265123,15.857142857142858,-2.5670211,-3.9229965981161383,-3.9229965981161383,1.0
129000,2.1240625,15.231884057971014,-2.3450446,-3.9000297464541536,-3.9000297464541536,1.0
130000,2.1229825,15.101694915254237,-2.3986807,-3.9776999165614444,-3.9776999165614444,1.0
131000,2.1223872,15.833333333333334,-2.32889,-3.8288833872746615,-3.8288833872746615,1.0
132000,2.1235855,14.607142857142858,-2.1950507,-3.178498412000722,-3.178498412000722,1.0
133000,2.122422,14.927536231884059,-2.2819185,-3.5783633943917095,-3.5783633943917095,1.0
134000,2.1089911,19.28,-2.4132633,-4.201123225192229,-4.201123225192229,1.0
135000,2.1082368,15.241935483870968,-2.5914402,-4.203030648685637,-4.203030648685637,1.0
136000,2.1040387,16.11864406779661,-2.5598254,-4.270992608393653,-4.270992608393653,1.0
137000,2.1126673,16.166666666666668,-2.5537796,-3.9411616574634207,-3.9411616574634207,1.0
138000,2.1094773,15.102941176470589,-2.5283122,-3.920450429121653,-3.920450429121653,1.0
139000,2.1109514,14.62295081967213,-2.4240403,-3.5986144119693386,-3.5986144119693386,1.0
140000,2.1055787,16.879310344827587,-2.3397357,-3.659369783742087,-3.659369783742087,1.0
141000,2.102963,16.224137931034484,-2.513477,-3.8854893617710826,-3.8854893617710826,1.0
142000,2.1089375,14.442622950819672,-2.5628455,-3.9645025209775047,-3.9645025209775047,1.0
143000,2.108511,17.49122807017544,-2.608627,-4.202621557495811,-4.202621557495811,1.0
144000,2.1072083,12.614035087719298,-2.585713,-4.119336442700748,-4.119336442700748,1.0
145000,2.1025155,20.264150943396228,-2.4461412,-3.6715502401567854,-3.6715502401567854,1.0
146000,2.0943708,16.16923076923077,-2.515821,-3.7243046287506347,-3.7243046287506347,1.0
147000,2.1013546,15.48076923076923,-2.4554906,-3.6812942017208448,-3.6812942017208448,1.0
148000,2.0978413,16.5,-2.6993232,-4.0453288843554835,-4.0453288843554835,1.0
149000,2.099624,13.134328358208956,-2.6373856,-4.0338647067546844,-4.0338647067546844,1.0
150000,2.0988863,17.6,-2.5152888,-3.638640110059218,-3.638640110059218,1.0
151000,2.0930982,16.220338983050848,-2.7121193,-4.1808475134736405,-4.1808475134736405,1.0
152000,2.0940988,17.12727272727273,-2.5195832,-3.939413487640294,-3.939413487640294,1.0
153000,2.1005404,14.919354838709678,-2.447788,-3.6630887677592616,-3.6630887677592616,1.0
154000,2.1006687,12.753623188405797,-2.7048013,-3.8432255905607473,-3.8432255905607473,1.0
155000,2.1099901,14.925925925925926,-2.3606188,-3.8064933639985545,-3.8064933639985545,1.0
156000,2.1087627,18.64406779661017,-2.6813548,-3.612615803540763,-3.612615803540763,1.0
157000,2.105292,15.629032258064516,-2.7630394,-4.079535486236695,-4.079535486236695,1.0
158000,2.1103907,16.116666666666667,-2.766644,-4.297721671856056,-4.297721671856056,1.0
159000,2.1114085,16.105263157894736,-2.6561942,-3.9170829674293257,-3.9170829674293257,1.0
160000,2.1151824,14.865671641791044,-2.8959355,-4.231559337991657,-4.231559337991657,1.0
161000,2.1075704,15.017857142857142,-2.5732794,-3.8273981244940507,-3.8273981244940507,1.0
162000,2.1116555,17.553571428571427,-2.4992702,-3.6698361145598546,-3.6698361145598546,1.0
163000,2.1054926,17.537037037037038,-2.5775008,-3.7828857324741505,-3.7828857324741505,1.0
164000,2.1102874,13.841269841269842,-2.7590199,-3.8374064403866965,-3.8374064403866965,1.0
165000,2.1130233,16.810344827586206,-2.7043917,-3.7421111489756633,-3.7421111489756633,1.0
166000,2.11534,14.95,-2.78177,-3.9489283482233684,-3.9489283482233684,1.0
167000,2.1204362,16.153846153846153,-2.677496,-3.7634945540201095,-3.7634945540201095,1.0
168000,2.115912,14.380952380952381,-2.9349558,-4.573431856930256,-4.573431856930256,1.0
169000,2.1142213,16.616666666666667,-2.7725444,-4.053323707338107,-4.053323707338107,1.0
170000,2.1211183,13.507692307692308,-2.7426534,-3.826084092947153,-3.826084092947153,1.0
171000,2.1147718,15.327868852459016,-2.6937335,-3.8352505507007724,-3.8352505507007724,1.0
172000,2.1184254,14.045454545454545,-2.7323148,-3.7765755797877456,-3.7765755797877456,1.0
173000,2.1141205,15.288135593220339,-2.6387088,-3.844109068482609,-3.844109068482609,1.0
174000,2.112764,17.962962962962962,-2.4990754,-4.045420770375234,-4.045420770375234,1.0
175000,2.1226184,17.17543859649123,-2.7364547,-3.819795004108496,-3.819795004108496,1.0
176000,2.1239345,16.42105263157895,-2.79443,-4.151365342893098,-4.151365342893098,1.0
177000,2.1208487,14.71875,-2.8640378,-4.1367893439072825,-4.1367893439072825,1.0
178000,2.1209984,13.711864406779661,-2.8929563,-4.166616944471995,-4.166616944471995,1.0
179000,2.1238143,16.0327868852459,-2.713613,-3.95844874225679,-3.95844874225679,1.0
180000,2.1221542,18.452830188679247,-2.5302315,-3.773912128347617,-3.773912128347617,1.0
181000,2.1233811,18.035087719298247,-2.5158253,-3.540624328093095,-3.540624328093095,1.0
182000,2.1169364,14.03076923076923,-2.8132706,-3.7730823804193467,-3.7730823804193467,1.0
183000,2.1208115,16.385964912280702,-2.5657763,-3.665850377919381,-3.665850377919381,1.0
184000,2.1201658,15.451612903225806,-2.722079,-4.0496643493252416,-4.0496643493252416,1.0
185000,2.1198547,13.070422535211268,-2.9202323,-4.055626455375126,-4.055626455375126,1.0
186000,2.109779,18.28846153846154,-2.4044747,-3.4709008152668295,-3.4709008152668295,1.0
187000,2.1106315,14.746031746031745,-2.7531357,-3.79096700809896,-3.79096700809896,1.0
188000,2.11574,13.706896551724139,-2.926651,-4.1100177785097545,-4.1100177785097545,1.0
189000,2.1143665,17.60655737704918,-2.8492258,-3.8411401162544885,-3.8411401162544885,1.0
190000,2.1144433,15.526315789473685,-2.7375443,-3.7951998859643936,-3.7951998859643936,1.0
191000,2.1183505,16.533333333333335,-2.7837636,-3.8920770082317415,-3.8920770082317415,1.0
192000,2.1156454,15.046875,-2.823767,-3.9877038411796093,-3.9877038411796093,1.0
193000,2.1156404,16.785714285714285,-2.86919,-3.958978105868612,-3.958978105868612,1.0
194000,2.1178987,16.482758620689655,-2.6821382,-3.6445071048903883,-3.6445071048903883,1.0
195000,2.107976,16.16923076923077,-2.8803258,-4.270155679984171,-4.270155679984171,1.0
196000,2.1064162,15.056603773584905,-2.8403754,-4.1767484288791135,-4.1767484288791135,1.0
197000,2.1136892,14.640625,-2.751538,-3.8440338857471943,-3.8440338857471943,1.0
198000,2.104505,16.714285714285715,-2.815367,-4.150522253343037,-4.150522253343037,1.0
199000,2.1034021,15.95,-2.9459488,-4.064477847019831,-4.064477847019831,1.0
200000,2.103989,13.364864864864865,-2.8656626,-4.026899533967177,-4.026899533967177,1.0
201000,2.1035726,14.5,-2.7434402,-4.07122617190884,-4.07122617190884,1.0
202000,2.1108885,15.258064516129032,-2.714544,-4.008499004801766,-4.008499004801766,1.0
203000,2.1069086,15.543859649122806,-2.6792414,-3.956595342734764,-3.956595342734764,1.0
204000,2.1107488,16.896551724137932,-2.7406862,-3.778555154800415,-3.778555154800415,1.0
205000,2.1030948,14.907692307692308,-2.9381042,-3.87456326851478,-3.87456326851478,1.0
206000,2.1180375,14.842105263157896,-2.7142835,-3.6943460838836537,-3.6943460838836537,1.0
207000,2.1255624,16.56451612903226,-2.8601983,-4.025753190282916,-4.025753190282916,1.0
208000,2.1209946,13.12280701754386,-2.9935155,-4.445523524688462,-4.445523524688462,1.0
209000,2.125553,17.26984126984127,-2.73398,-3.716806195767932,-3.716806195767932,1.0
210000,2.1290662,18.428571428571427,-2.6204262,-3.7961136889457703,-3.7961136889457703,1.0
211000,2.1277468,16.596774193548388,-2.6620924,-3.845221712941029,-3.845221712941029,1.0
212000,2.1255462,16.508474576271187,-2.4989033,-3.3184890171228827,-3.3184890171228827,1.0
213000,2.1262097,15.462962962962964,-2.5415971,-3.5207964888325445,-3.5207964888325445,1.0
214000,2.1254702,15.426229508196721,-2.8153481,-3.8402386942217426,-3.8402386942217426,1.0
215000,2.131149,17.910714285714285,-2.9258742,-4.31457460884537,-4.31457460884537,1.0
216000,2.125932,15.112903225806452,-2.870955,-4.08586767027455,-4.08586767027455,1.0
217000,2.1226737,15.88135593220339,-2.717127,-3.8709024453567245,-3.8709024453567245,1.0
218000,2.1205807,14.98360655737705,-2.7793796,-4.020813276690822,-4.020813276690822,1.0
219000,2.122394,17.358490566037737,-2.5877647,-3.9353506137739935,-3.9353506137739935,1.0
220000,2.124415,16.383333333333333,-2.5958092,-4.009409275548212,-4.009409275548212,1.0
221000,2.1227624,15.925925925925926,-2.8143082,-4.083466614376415,-4.083466614376415,1.0
222000,2.1221113,16.25,-2.9081862,-4.223345736662547,-4.223345736662547,1.0
223000,2.1238294,16.048387096774192,-2.667766,-3.793384228983233,-3.793384228983233,1.0
224000,2.1230528,15.573770491803279,-2.780705,-3.8894580270423265,-3.8894580270423265,1.0
225000,2.1183734,14.375,-2.7022634,-3.853904858002296,-3.853904858002296,1.0
226000,2.1273696,14.523076923076923,-2.7937045,-3.8419690491661194,-3.8419690491661194,1.0
227000,2.124253,14.587301587301587,-3.0178547,-4.243654186763461,-4.243654186763461,1.0
228000,2.1221068,19.0,-2.7147362,-3.7985627553679726,-3.7985627553679726,1.0
229000,2.124721,14.21311475409836,-2.8062773,-4.036026736751932,-4.036026736751932,1.0
230000,2.1257052,15.387096774193548,-2.8503404,-4.094269194910603,-4.094269194910603,1.0
231000,2.1252153,14.372881355932204,-2.8656373,-4.013738131523132,-4.013738131523132,1.0
232000,2.1305676,19.132075471698112,-2.685684,-3.7908428030193977,-3.7908428030193977,1.0
233000,2.1242552,16.362068965517242,-2.8367326,-4.044782804004077,-4.044782804004077,1.0
234000,2.125171,17.333333333333332,-2.72822,-3.948597247953768,-3.948597247953768,1.0
235000,2.1278913,14.864406779661017,-3.1417017,-4.503826165603379,-4.503826165603379,1.0
236000,2.1315305,17.724137931034484,-2.8133743,-4.061957438077245,-4.061957438077245,1.0
237000,2.1349647,15.616666666666667,-2.926597,-3.921359254467872,-3.921359254467872,1.0
238000,2.1339567,17.537037037037038,-2.768657,-3.7409476108021207,-3.7409476108021207,1.0
239000,2.1366687,13.790322580645162,-2.9013066,-3.6805233570837204,-3.6805233570837204,1.0
240000,2.1371365,16.036363636363635,-3.142876,-4.42185254313729,-4.42185254313729,1.0
241000,2.133107,17.459016393442624,-2.772923,-3.822204845850585,-3.822204845850585,1.0
242000,2.1336813,15.172413793103448,-2.893537,-3.74374534343851,-3.74374534343851,1.0
243000,2.1297576,15.274193548387096,-2.8688517,-3.878063755650674,-3.878063755650674,1.0
244000,2.1348827,16.950819672131146,-2.6880186,-3.77630113735795,-3.77630113735795,1.0
245000,2.1348822,14.721311475409836,-2.981733,-4.0422773082410135,-4.0422773082410135,1.0
246000,2.1304243,18.01851851851852,-2.7880054,-3.7620406242517324,-3.7620406242517324,1.0
247000,2.1372185,15.428571428571429,-2.926041,-3.7188166117264054,-3.7188166117264054,1.0
248000,2.1417937,15.35820895522388,-3.0943227,-4.123372752849872,-4.123372752849872,1.0
249000,2.1374395,14.725806451612904,-2.9479227,-3.669071270359887,-3.669071270359887,1.0
250000,2.1369069,15.8,-2.9792833,-4.040912308476188,-4.040912308476188,1.0
251000,2.1370559,17.338709677419356,-2.8513508,-3.7032141921420894,-3.7032141921420894,1.0
252000,2.1385198,14.107142857142858,-2.979344,-4.206148527436337,-4.206148527436337,1.0
253000,2.135762,18.21818181818182,-2.8924453,-3.826584831723627,-3.826584831723627,1.0
254000,2.1407251,16.596491228070175,-2.8242915,-4.087657989117137,-4.087657989117137,1.0
255000,2.139142,15.559322033898304,-2.8430817,-3.597377682136277,-3.597377682136277,1.0
256000,2.1378882,16.95,-2.91225,-3.9437734823673964,-3.9437734823673964,1.0
257000,2.1318474,15.793103448275861,-2.87535,-3.8270140482207475,-3.8270140482207475,1.0
258000,2.1214333,13.6875,-3.041306,-3.9307554006576537,-3.9307554006576537,1.0
259000,2.12019,18.236363636363638,-2.9599848,-4.062796248881905,-4.062796248881905,1.0
260000,2.118983,17.327272727272728,-2.7482572,-4.132612373612144,-4.132612373612144,1.0
261000,2.1112902,16.89090909090909,-2.9998217,-4.053319114225882,-4.053319114225882,1.0
262000,2.1190429,15.17741935483871,-2.939921,-3.874239616923862,-3.874239616923862,1.0
263000,2.1119828,15.555555555555555,-2.893172,-4.011685011563478,-4.011685011563478,1.0
264000,2.1119926,12.568627450980392,-2.9690456,-4.092453218423403,-4.092453218423403,1.0
265000,2.1121593,16.017543859649123,-2.9926093,-3.9261341435568675,-3.9261341435568675,1.0
266000,2.1173863,14.51923076923077,-2.8404284,-3.8951108982929816,-3.8951108982929816,1.0
267000,2.1066904,14.43859649122807,-3.2180316,-4.459425872990063,-4.459425872990063,1.0
268000,2.079819,12.322033898305085,-2.9994574,-3.627684629460176,-3.627684629460176,1.0
269000,2.0979154,30.126984126984127,-3.299275,-2.7330488212524897,-2.7330488212524897,1.0
270000,2.0884125,16.278688524590162,-3.1181467,-4.064438541730245,-4.064438541730245,1.0
271000,2.1014438,14.68421052631579,-2.9415267,-3.996832543405993,-3.996832543405993,1.0
272000,2.1012034,15.661538461538461,-3.1169717,-3.9917792584747076,-3.9917792584747076,1.0
273000,2.0967252,16.36842105263158,-3.135709,-4.035750865936279,-4.035750865936279,1.0
274000,2.0962136,15.081967213114755,-3.1458406,-4.175954826542588,-4.175954826542588,1.0
275000,2.086898,15.109375,-2.93023,-3.361643496013823,-3.361643496013823,1.0
276000,2.0980506,13.82258064516129,-3.2986212,-4.23352078785972,-4.23352078785972,1.0
277000,2.0915005,17.43859649122807,-2.764229,-3.5462653406879356,-3.5462653406879356,1.0
278000,2.0906599,15.785714285714286,-2.9261785,-3.823614307812282,-3.823614307812282,1.0
279000,2.0908678,16.467741935483872,-2.819898,-3.6036969250248325,-3.6036969250248325,1.0
280000,2.0963883,14.982758620689655,-2.8846972,-3.90010639716839,-3.90010639716839,1.0
281000,2.0949621,16.419354838709676,-2.8914473,-3.479744694272026,-3.479744694272026,1.0
282000,2.0877063,15.333333333333334,-2.980722,-3.9525080587043138,-3.9525080587043138,1.0
283000,2.1010149,16.403508771929825,-2.7009902,-3.3006441593170166,-3.3006441593170166,1.0
284000,2.0965917,15.1,-3.0411859,-4.1320281565189365,-4.1320281565189365,1.0
285000,2.0914285,15.433333333333334,-2.9829845,-3.8299939225117368,-3.8299939225117368,1.0
286000,2.0937958,16.89830508474576,-3.0941088,-4.006512753034042,-4.006512753034042,1.0
287000,2.102028,13.384615384615385,-2.8675447,-3.9321433837597186,-3.9321433837597186,1.0
288000,2.0852516,17.818181818181817,-2.7926822,-3.679113967610257,-3.679113967610257,1.0
289000,2.0805686,16.833333333333332,-2.6849906,-3.7254379782183418,-3.7254379782183418,1.0
290000,2.0834997,14.547169811320755,-2.7833176,-4.0549780742989645,-4.0549780742989645,1.0
291000,2.0877562,16.044776119402986,-3.0719543,-4.179142710877888,-4.179142710877888,1.0
292000,2.079222,15.491228070175438,-2.8475516,-4.03595144915999,-4.03595144915999,1.0
293000,2.0839794,16.229508196721312,-3.017672,-4.203420926312932,-4.203420926312932,1.0
294000,2.0820508,16.220338983050848,-2.714506,-3.846166470955158,-3.846166470955158,1.0
295000,2.0850246,13.969696969696969,-2.812307,-3.680780964556025,-3.680780964556025,1.0
296000,2.0796845,15.711864406779661,-2.957253,-4.003861373258849,-4.003861373258849,1.0
297000,2.0742757,15.540983606557377,-2.8759868,-4.194547102848689,-4.194547102848689,1.0
298000,2.0991385,18.365384615384617,-2.4734643,-3.5600751166073783,-3.5600751166073783,1.0
299000,2.0892425,15.633333333333333,-2.8747156,-4.136851086219152,-4.136851086219152,1.0
300000,2.0857775,16.103448275862068,-2.8944054,-3.897684493969227,-3.897684493969227,1.0
301000,2.0836585,17.037037037037038,-3.391141,-4.835555343736302,-4.835555343736302,1.0
